Employee ID,FullName,Gender,Age,HireDate,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,AnnualSalary,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E02419,Caroline Ahmed,Female,32,12/23/2016,Medical,Married,Sales,Sales Executive,Travel_Frequently,155884,7,3,4,54,3,2,1,0,No,14,1,5,2,3,4,3,0,3,No,3
E02420,Alice Sharma,Female,51,10/5/2018,Other,Single,Sales,Sales Executive,Travel_Rarely,50975,3,3,4,81,1,2,1,3,No,18,4,15,2,3,13,9,3,12,No,3
E02421,Leo Simmons,Male,38,12/13/2017,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,52200,16,1,4,96,3,2,3,8,No,15,3,4,2,2,2,1,2,2,No,3
E02422,Asher Hong,Male,53,4/17/2018,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,154141,9,2,1,74,3,1,4,1,No,13,3,12,3,3,12,9,5,8,No,2
E02423,Gianna Ramirez,Female,59,7/25/1993,Marketing,Married,Sales,Sales Executive,Travel_Frequently,69245,1,5,1,79,3,2,3,7,No,12,3,11,4,2,1,0,0,0,No,3
E02424,Thomas Smith,Male,57,4/2/1999,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,78212,7,3,3,64,3,1,3,1,No,13,2,1,2,2,1,0,0,0,No,3
E02425,Carter Hunter,Male,41,10/7/2019,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,72650,1,2,2,93,4,2,3,0,No,24,1,13,2,2,12,9,2,8,No,2
E02426,Charlotte Green,Female,33,11/10/2020,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,124681,7,4,3,35,3,3,2,3,No,14,2,29,3,3,8,7,0,7,No,3
E02427,Lincoln Holmes,Male,35,8/21/2013,Medical,Divorced,Research & Development,Research Director,Travel_Frequently,89051,15,3,2,71,3,4,1,7,No,14,4,16,3,2,14,8,6,9,No,2
E02428,Hudson Hu,Male,36,12/2/2019,Technical Degree,Married,Sales,Sales Representative,Travel_Frequently,121049,1,3,1,92,3,1,3,3,No,15,4,5,3,4,3,2,1,2,Yes,2
E02429,Noah Mitchell,Male,54,6/15/2007,Medical,Single,Sales,Sales Executive,Travel_Rarely,70519,24,4,1,40,2,2,2,0,Yes,23,3,16,2,4,15,9,10,10,Yes,2
E02430,Liliana Choi,Female,55,1/25/2007,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,106302,7,1,4,76,3,1,3,1,No,13,1,1,3,3,1,0,0,0,No,3
E02431,Leonardo Cho,Male,38,8/25/2008,Life Sciences,Married,Sales,Sales Representative,Non-Travel,119960,13,2,4,78,3,1,2,1,No,13,3,1,2,3,1,0,0,0,No,3
E02432,Oliver Delgado,Male,45,2/22/2017,Medical,Single,Research & Development,Manager R&D,Travel_Frequently,84309,2,1,2,86,3,3,3,5,Yes,18,2,16,2,2,2,2,2,2,No,2
E02433,Isabella Roberts,Female,53,8/20/2007,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,228494,19,3,3,77,2,2,3,1,No,14,3,10,3,3,10,7,0,4,No,3
E02434,Luca Desai,Male,45,5/23/2017,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,112076,4,4,4,30,3,2,3,0,Yes,16,2,4,2,3,3,2,1,2,No,3
E02435,William Juarez,Male,65,7/29/2016,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,88533,4,4,1,82,2,1,2,8,No,11,4,8,5,3,5,4,0,2,No,3
E02436,Ryan Alvarez,Male,62,11/29/2018,Medical,Married,Sales,Sales Executive,Travel_Rarely,72025,14,3,3,78,3,2,3,3,Yes,17,3,11,4,2,5,4,1,2,No,3
E02437,Hudson Ha,Male,59,2/6/2004,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,67947,2,2,3,38,2,1,1,7,No,11,3,8,2,2,0,0,0,0,Yes,3
E02438,Hannah Brown,Female,42,7/12/2020,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,79764,1,3,1,72,2,1,3,1,No,14,4,1,2,1,1,0,0,0,No,3
E02439,Hadley Le,Female,33,3/18/2015,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,60690,7,3,3,55,3,2,1,0,No,14,4,5,5,3,4,2,1,3,No,3
E02440,Jaxson Shah,Male,29,8/25/2018,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,44520,3,2,3,43,2,2,1,4,No,25,1,10,3,3,3,2,1,2,No,4
E02441,Christopher Delgado,Male,33,6/24/2022,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,84317,2,1,4,97,3,1,2,0,No,13,3,4,3,3,3,2,0,2,No,3
E02442,Hannah Ng,Female,36,5/14/2015,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,151055,29,1,3,96,1,2,2,1,No,14,2,8,2,2,8,6,1,7,No,3
E02443,Austin Ngo,Male,43,3/27/2020,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,62492,8,5,4,69,3,2,3,2,Yes,17,1,14,6,3,0,0,0,0,No,3
E02444,Gianna Han,Female,51,2/27/2011,Medical,Single,Research & Development,Manager,Travel_Rarely,72589,10,3,3,64,3,3,4,2,No,25,2,10,5,4,5,2,0,0,No,3
E02445,Isaac Choi,Male,27,1/21/2021,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,82286,11,4,2,87,3,4,4,3,No,20,1,26,2,3,14,9,1,12,No,2
E02446,Madeline Smith,Female,55,11/23/2011,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,66660,1,4,1,100,2,1,1,6,No,13,3,11,2,1,9,7,0,7,Yes,3
E02447,Ellie Fernandez,Female,62,8/18/2009,Life Sciences,Married,Sales,Manager,Travel_Rarely,86805,3,3,3,51,3,4,2,8,No,12,4,23,2,4,13,12,5,1,No,3
E02448,Lyla Lai,Female,46,8/11/2004,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,125878,16,3,4,91,2,3,2,1,No,19,4,11,3,1,11,8,3,3,No,3
E02449,Emily Moore,Female,47,11/8/2009,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,50290,20,1,1,97,3,2,3,0,No,14,2,5,2,3,4,3,1,2,No,2
E02450,Aubrey Moreno,Female,57,6/30/2000,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,97083,9,4,4,86,3,1,1,3,No,14,2,15,3,1,5,4,1,0,Yes,3
E02451,Nova Xiong,Female,49,4/10/2019,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,93306,1,3,4,64,2,3,3,1,Yes,14,4,10,3,3,10,9,8,6,No,3
E02452,Eva Lam,Female,42,3/8/2022,Medical,Single,Research & Development,Research Director,Travel_Frequently,73404,22,5,3,88,1,4,4,1,Yes,13,4,32,2,3,32,6,13,9,No,3
E02453,Caroline Chau,Female,55,12/7/2022,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,91179,2,3,3,68,2,1,2,4,No,14,2,4,3,3,1,0,0,0,No,3
E02454,Sofia Chen,Female,46,8/27/2006,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,108003,13,3,1,47,3,2,4,1,No,17,1,10,2,3,10,8,3,7,No,2
E02455,Christopher Sharma,Male,45,4/16/2004,Other,Married,Research & Development,Healthcare Representative,Travel_Rarely,81384,8,1,3,39,1,2,1,3,No,13,3,9,3,3,7,7,0,7,No,3
E02456,Lucas Grant,Male,53,3/28/2012,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,97218,25,3,4,44,2,2,2,1,No,13,4,5,2,3,5,3,0,2,No,3
E02457,Delilah Washington,Female,46,9/17/2006,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,42944,28,3,4,97,3,1,4,4,No,20,4,8,3,3,5,4,0,3,No,4
E02458,Eloise Molina,Female,48,1/18/2015,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Frequently,43980,2,3,4,40,3,3,4,2,Yes,14,3,24,3,1,20,8,13,9,No,3
E02459,Clara Desai,Female,33,11/20/2014,Medical,Married,Sales,Sales Executive,Travel_Rarely,109533,9,2,1,47,3,2,1,0,No,12,4,9,5,4,8,4,7,1,No,2
E02460,Audrey Campbell,Female,56,7/30/2008,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,226952,28,4,2,79,3,2,3,1,Yes,12,2,15,3,3,15,14,5,7,No,2
E02461,Delilah Alvarez,Female,59,11/27/2007,Medical,Single,Human Resources,Manager,Travel_Rarely,71580,6,2,3,38,3,4,4,1,Yes,21,4,21,2,3,21,7,7,7,No,4
E02462,Luke Luna,Male,55,11/16/2012,Technical Degree,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,66172,21,2,3,57,2,1,1,0,No,14,2,2,3,3,1,1,0,0,No,3
E02463,Elizabeth Tan,Female,46,7/27/2018,Life Sciences,Divorced,Research & Development,Manager R&D,Non-Travel,237489,8,2,4,72,3,2,4,3,Yes,18,3,8,2,3,2,2,2,2,No,3
E02464,Sophia Wang,Female,50,5/20/2000,Technical Degree,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,48733,1,4,1,66,3,3,2,1,No,12,1,10,4,3,10,8,7,7,No,2
E02465,Nova Park,Female,29,7/23/2017,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,48563,28,4,2,98,2,1,3,0,No,23,1,6,5,3,5,3,4,2,No,2
E02466,Josiah Khan,Male,57,10/26/2004,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,86592,2,4,3,70,3,1,4,3,Yes,21,4,7,3,2,3,2,1,2,No,4
E02467,Madison Gray,Female,39,8/29/2011,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,189823,16,4,3,96,3,2,3,8,No,14,3,18,2,3,8,7,7,7,No,3
E02468,Luca Washington,Male,40,6/27/2022,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,65075,8,4,1,46,3,2,1,2,No,13,4,8,6,1,2,2,2,2,No,2
E02469,Isaac Cruz,Male,33,5/9/2018,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,187917,1,3,2,64,2,2,1,1,No,11,4,10,4,3,10,8,6,7,Yes,2
E02470,Ellie Ortega,Female,49,10/20/2020,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,42242,10,4,3,71,3,2,3,3,No,11,3,10,2,3,6,3,1,2,No,3
E02471,Ian Huang,Male,54,2/7/1998,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,53931,29,4,3,33,3,3,2,3,No,12,2,9,3,3,4,2,1,3,No,3
E02472,Jayden Ahmed,Male,51,3/28/2006,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,140668,2,3,1,69,3,1,1,1,Yes,12,4,1,2,3,1,0,0,0,Yes,3
E02473,Violet Simmons,Female,33,10/23/2017,Technical Degree,Married,Research & Development,Manufacturing Director,Travel_Rarely,53948,2,5,3,78,2,3,4,0,No,16,2,34,4,3,33,7,1,9,Yes,3
E02474,William Roberts,Male,34,4/12/2017,Medical,Married,Research & Development,Manufacturing Director,Travel_Rarely,174257,2,3,3,81,3,2,2,4,No,11,1,7,2,3,5,2,1,4,Yes,3
E02475,Penelope Sandoval,Female,28,12/18/2019,Other,Married,Research & Development,Manager R&D,Travel_Rarely,132209,15,4,3,65,3,1,1,8,No,12,4,10,3,2,8,2,7,6,No,3
E02476,Emilia Ortiz,Female,34,7/16/2017,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,208883,7,4,1,35,3,1,4,1,No,13,3,1,4,1,1,0,0,0,No,3
E02477,Layla Gutierrez,Female,39,5/5/2022,Marketing,Married,Sales,Manager,Travel_Rarely,65957,26,5,3,60,2,5,4,1,No,21,3,36,3,3,36,6,2,13,No,4
E02478,Dylan Vu,Male,63,7/22/2004,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,106481,1,4,2,45,3,2,4,9,No,17,2,9,3,2,2,2,2,1,No,2
E02479,Peyton Wong,Female,35,8/5/2020,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,218127,14,3,3,80,3,2,2,0,No,11,4,10,3,3,9,8,7,7,No,3
E02480,Santiago f Banks,Male,44,8/16/2019,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,151481,1,4,2,73,3,2,3,6,No,13,1,15,5,3,1,0,0,0,No,3
E02481,Caroline Wong,Female,37,3/8/2017,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,40508,3,1,2,87,3,1,1,1,Yes,18,4,10,3,3,10,9,1,5,No,2
E02482,Quinn Ho,Female,45,7/20/2002,Medical,Single,Research & Development,Healthcare Representative,Travel_Rarely,200481,10,4,1,51,3,2,3,3,Yes,16,3,10,4,3,5,2,0,4,No,3
E02483,Caroline Nunez,Female,65,12/20/2002,Medical,Married,Sales,Sales Executive,Travel_Rarely,224872,6,3,4,38,4,3,3,2,No,11,1,11,3,3,7,6,7,6,No,3
E02484,Carson Brown,Male,65,11/5/2007,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,149474,2,1,1,87,3,2,4,1,No,19,4,6,0,4,6,4,1,3,No,2
E02485,Olivia Maldonado,Female,63,2/18/2002,Marketing,Married,Sales,Manager,Travel_Rarely,86820,9,3,3,59,3,5,3,4,Yes,16,3,27,2,3,1,0,0,0,No,3
E02486,Emilia Chung,Female,55,11/8/1994,Technical Degree,Married,Finance,Finance Manager,Travel_Rarely,184078,10,3,4,45,4,1,3,2,No,16,4,4,2,3,2,2,2,2,No,3
E02487,Leilani Shin,Female,58,12/18/2013,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,55174,28,3,2,46,4,2,3,1,No,17,4,10,3,2,10,9,6,8,No,2
E02488,Abigail Zhu,Female,31,1/17/2022,Technical Degree,Married,Finance,Finance Manager,Travel_Frequently,152474,10,4,4,92,2,2,3,1,No,14,2,8,3,2,8,2,7,7,No,3
E02489,Autumn Xiong,Female,28,2/13/2020,Technical Degree,Divorced,Finance,Finance Manager,Travel_Rarely,75172,27,3,4,87,4,1,2,5,No,12,3,8,0,3,6,4,0,2,No,3
E02490,Hailey Cruz,Female,50,8/10/2008,Medical,Married,Finance,Finance Manager,Travel_Rarely,56002,24,3,3,51,3,1,2,1,Yes,17,3,1,3,3,1,1,0,0,Yes,3
E02491,Piper Cruz,Female,61,4/13/2013,Other,Married,Finance,Finance Manager,Non-Travel,195636,26,2,2,85,2,1,3,1,Yes,14,2,4,2,2,4,2,1,3,No,2
E02492,Jaxson Jackson,Male,53,3/1/1997,Medical,Married,Finance,Finance Manager,Travel_Frequently,63165,20,5,2,41,3,4,3,2,Yes,15,3,32,3,3,30,8,12,13,No,2
E02493,Serenity Mehta,Female,51,7/21/1998,Other,Married,Finance,Finance Manager,Travel_Rarely,57277,5,4,2,35,4,1,4,3,No,17,4,6,3,3,3,2,0,2,No,3
E02494,Peyton Gomez,Female,56,1/14/2020,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,42950,7,3,2,31,3,5,4,0,Yes,14,4,23,4,2,22,7,1,10,No,2
E02495,Ethan Vargas,Male,38,10/9/2018,Medical,Married,Finance,Finance Manager,Travel_Rarely,168410,7,3,2,48,2,1,2,1,No,12,2,6,3,2,6,4,1,1,No,2
E02496,Serenity Morris,Female,41,4/12/2008,Medical,Single,Finance,Finance Manager,Travel_Rarely,114588,5,5,3,50,1,2,1,1,Yes,14,1,10,3,3,10,7,1,4,No,3
E02497,Vivian Chan,Female,61,5/12/1997,Marketing,Married,Sales,Sales Executive,Non-Travel,72546,26,3,1,52,2,2,1,1,No,15,1,10,2,3,10,7,4,5,No,2
E02498,Lincoln Singh,Male,33,1/9/2021,Other,Single,Sales,Sales Executive,Travel_Frequently,55397,2,4,4,54,3,2,1,7,No,13,4,10,3,3,5,2,0,3,No,3
E02499,Ayla Lim,Female,41,9/5/2021,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,192266,12,4,3,76,3,2,3,9,Yes,12,2,7,2,3,3,2,1,1,No,3
E02500,Leilani Hong,Female,36,12/20/2013,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,79876,10,4,3,42,4,2,4,1,No,13,1,9,3,3,9,7,7,2,No,3
E02501,Victoria Doan,Female,42,3/6/2018,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,112593,25,4,3,84,3,1,1,1,No,14,4,10,3,2,9,6,1,4,No,3
E02502,Naomi Wright,Female,36,11/3/2016,Other,Divorced,Finance,Finance Manager,Travel_Rarely,99249,19,3,4,67,2,1,1,1,No,11,1,7,3,3,7,7,0,7,No,3
E02503,Scarlett Howard,Female,55,8/12/2012,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,117421,18,5,2,48,4,2,1,1,No,11,4,16,2,3,16,15,1,10,No,2
E02504,Victoria Vo,Female,44,12/18/2017,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,82241,27,3,2,39,1,2,1,0,No,21,2,6,5,2,5,3,0,0,No,3
E02505,Oliver Fernandez,Male,31,5/15/2022,Medical,Single,Finance,Finance Manager,Travel_Rarely,125664,5,1,3,97,3,1,4,1,No,18,3,3,2,3,2,2,2,2,No,3
E02506,Luca Jiang,Male,47,9/8/2013,Medical,Single,Sales,Sales Representative,Travel_Frequently,57386,3,2,2,70,3,1,4,1,Yes,12,3,0,2,4,0,0,0,0,Yes,3
E02507,Charlotte Owens,Female,59,5/11/2001,Life Sciences,Married,Human Resources,Manager,Travel_Rarely,196740,26,4,4,98,3,5,3,3,No,11,3,27,2,3,5,2,1,0,No,3
E02508,Stella Tan,Female,48,8/22/2009,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,168202,3,2,3,76,2,2,3,0,No,15,4,11,3,3,10,8,0,7,No,3
E02509,Ellie Yoon,Female,44,7/11/2006,Life Sciences,Married,Finance,Finance Manager,Non-Travel,242004,8,4,3,52,3,2,3,1,No,12,4,15,5,3,14,11,2,9,No,3
E02510,Ella Do,Female,52,2/28/1998,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,57433,19,3,3,85,3,2,3,3,No,17,1,9,2,2,4,3,0,2,No,3
E02511,Lucas Cruz,Male,54,7/11/2009,Medical,Single,Finance,Finance Manager,Travel_Frequently,74656,4,3,1,81,3,2,3,0,No,13,4,10,2,1,9,2,3,8,No,2
E02512,Sarah Mehta,Female,31,8/23/2016,Medical,Married,Finance,Finance Manager,Travel_Rarely,62848,2,2,4,54,2,3,3,3,Yes,19,4,10,6,4,5,4,0,2,No,3
E02513,Anthony Phan,Male,39,4/11/2011,Medical,Married,Finance,Finance Manager,Travel_Rarely,92523,10,3,2,71,3,1,2,1,No,11,1,8,2,1,8,4,7,7,No,2
E02514,David Chu,Male,40,12/16/2012,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,142844,16,3,3,84,3,3,4,6,Yes,15,4,18,2,2,4,2,3,3,No,3
E02515,Sebastian Sanders,Male,39,1/23/2009,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,100718,1,5,1,37,3,2,4,4,Yes,11,3,14,3,3,10,7,0,2,No,3
E02516,Jayden Phillips,Male,25,10/13/2022,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,154186,15,2,1,59,1,2,4,6,Yes,14,4,7,2,2,2,2,2,2,Yes,2
E02517,Caleb Chan,Male,48,6/24/2003,Technical Degree,Single,Finance,Finance Manager,Travel_Frequently,107586,2,1,1,32,3,1,4,1,Yes,13,3,6,2,3,6,3,1,3,No,2
E02518,Ariana Santiago,Female,54,10/28/2003,Medical,Married,Finance,Finance Manager,Travel_Rarely,88906,8,3,2,86,4,1,3,7,No,17,1,5,0,3,3,2,0,2,No,3
E02519,Quinn Owens,Female,40,5/9/2018,Medical,Single,Finance,Finance Manager,Travel_Frequently,74329,2,3,4,87,3,1,4,2,No,13,3,6,0,2,4,2,1,2,No,3
E02520,Eli James,Male,32,4/15/2021,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,86523,2,1,4,77,4,2,3,1,No,17,3,7,6,3,7,7,0,7,No,3
E02521,Ezra Aguilar,Male,60,11/5/2014,Medical,Married,Finance,Finance Manager,Travel_Rarely,239868,12,3,4,66,3,2,2,4,No,21,3,7,3,3,5,4,1,0,No,4
E02522,Anna Castro,Female,29,5/21/2018,Other,Married,Finance,Finance Manager,Travel_Rarely,65010,22,4,1,72,3,4,2,3,No,16,2,27,2,3,4,2,1,2,No,2
E02523,Liliana Lewis,Female,25,2/23/2021,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,82140,17,5,4,50,2,3,1,5,No,15,3,19,3,3,14,11,1,11,No,3
E02524,Maverick Alvarado,Male,34,6/11/2016,Medical,Single,Sales,Sales Representative,Travel_Rarely,75511,2,3,3,31,3,1,3,1,No,19,1,2,3,3,2,2,2,2,No,3
E02525,Nora Butler,Female,26,5/6/2022,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,188880,3,3,4,66,3,2,2,1,No,12,3,11,2,3,11,8,7,9,No,3
E02526,Landon Rodriguez,Male,39,11/19/2017,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,87155,7,3,1,77,3,1,2,2,No,11,3,15,4,3,4,3,1,3,No,2
E02527,Grace Harris,Female,34,10/28/2018,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,75518,6,1,3,41,2,4,3,2,Yes,19,2,30,3,3,15,11,2,12,No,3
E02528,Jeremiah Medina,Male,54,9/28/1997,Medical,Married,Finance,Finance Manager,Non-Travel,129311,1,4,4,33,2,2,3,0,No,15,3,4,6,3,3,2,1,2,No,3
E02529,Charles Bryant,Male,27,7/12/2022,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,56919,3,2,4,79,4,2,1,6,No,20,1,13,3,3,5,4,0,4,No,4
E02530,Elizabeth Dixon,Female,26,11/15/2020,Medical,Married,Finance,Finance Manager,Travel_Rarely,153832,22,5,2,91,3,4,3,3,No,25,3,36,6,3,10,8,4,7,No,2
E02531,Riley Phillips,Female,26,8/5/2022,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,211121,15,2,3,65,2,4,3,1,No,24,1,14,3,3,14,10,6,11,No,4
E02532,Gianna Cruz,Female,29,7/2/2019,Other,Single,Sales,Sales Executive,Travel_Frequently,106456,12,4,4,36,3,2,4,3,Yes,24,1,13,2,4,11,9,6,7,Yes,4
E02533,Lincoln Cruz,Male,64,7/15/1997,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,72772,5,3,1,43,2,2,2,1,Yes,13,2,10,3,2,10,0,0,9,No,3
E02534,Ezekiel Contreras,Male,45,8/10/2001,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,143146,2,4,4,93,3,2,4,1,No,14,3,6,5,3,6,2,0,4,No,3
E02535,Amelia Do,Female,45,12/24/2018,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,74776,2,3,4,45,3,2,2,0,No,13,3,10,4,2,9,5,1,6,No,3
E02536,Anthony Perez,Male,51,9/13/2021,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,92305,5,4,1,67,3,2,4,1,No,11,1,10,2,3,10,0,0,2,No,3
E02537,Elias Maldonado,Male,56,4/1/2005,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,94724,16,3,4,74,3,1,1,4,Yes,16,2,17,2,2,2,2,2,2,No,3
E02538,Liam Luong,Male,58,11/13/1995,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,88019,9,1,4,54,3,1,1,1,No,11,1,2,3,3,2,2,0,2,No,3
E02539,Jordan Ford,Male,43,9/19/2016,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,108000,16,3,3,36,3,2,4,1,Yes,25,3,7,2,3,6,5,1,2,No,4
E02540,Mateo Chung,Male,52,7/27/2018,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,81438,26,4,1,80,3,2,3,6,No,14,2,10,2,2,3,2,0,2,No,3
E02541,Jameson Vang,Male,41,5/23/2018,Life Sciences,Divorced,Human Resources,Human Resources,Travel_Rarely,95669,1,3,3,44,3,1,4,4,Yes,18,1,8,2,3,2,2,2,2,No,3
E02542,Samuel Thomas,Male,43,2/15/2016,Medical,Single,Finance,Finance Manager,Travel_Rarely,180385,8,1,4,93,2,1,3,1,Yes,11,1,5,2,3,5,4,1,2,Yes,3
E02543,Gabriel Rodriguez,Male,36,1/30/2016,Medical,Married,Finance,Finance Manager,Travel_Rarely,45184,4,2,4,87,3,1,3,7,No,19,4,7,5,2,0,0,0,0,No,3
E02544,Wyatt Robinson,Male,55,8/8/2007,Medical,Married,Finance,Finance Manager,Travel_Rarely,70451,24,4,2,48,4,3,4,3,No,15,3,11,2,3,4,3,1,2,No,2
E02545,Anna Huynh,Female,39,4/5/2009,Medical,Married,Sales,Sales Representative,Travel_Frequently,63259,7,2,4,95,3,1,3,2,Yes,11,3,19,3,3,9,7,7,7,Yes,3
E02546,Lucy Simmons,Female,56,3/1/2001,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,73778,2,4,4,95,3,1,2,1,No,12,1,1,2,3,1,0,0,0,Yes,3
E02547,Austin Ng,Male,45,3/3/2009,Medical,Single,Finance,Finance Manager,Non-Travel,126697,7,3,4,76,3,1,4,1,No,20,3,7,5,3,7,7,5,7,No,4
E02548,Madeline Cruz,Female,63,5/19/2008,Technical Degree,Divorced,Finance,Finance Manager,Travel_Rarely,75396,22,3,1,94,2,1,2,5,No,12,4,8,1,3,4,2,1,2,No,2
E02549,Layla Munoz,Female,39,9/24/2014,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,182595,5,2,2,57,2,2,4,1,No,14,3,15,3,4,15,10,4,13,No,2
E02550,Alexander Tang,Male,32,1/29/2015,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,45424,1,4,3,92,1,3,4,3,No,20,3,19,2,4,1,0,0,0,No,4
E02551,Carson Chen,Male,45,12/3/2012,Medical,Divorced,Sales,Sales Executive,Travel_Frequently,70661,1,4,3,31,1,2,4,1,No,14,3,6,2,2,6,3,1,3,No,3
E02552,Kai Duong,Male,41,11/16/2018,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,57166,19,3,2,35,2,1,4,1,No,12,2,10,3,3,10,9,8,7,No,2
E02553,Ayla Cooper,Female,56,2/15/2017,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,101637,2,3,3,96,4,3,4,1,Yes,19,2,9,2,3,8,7,6,7,No,3
E02554,Eliza Espinoza,Female,30,12/28/2017,Medical,Married,Sales,Sales Executive,Travel_Rarely,103646,2,3,4,73,3,2,4,1,Yes,17,1,10,3,3,10,9,8,8,No,3
E02555,Axel King,Male,46,2/21/2010,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,100757,9,4,4,43,3,1,3,9,No,17,3,9,2,3,5,3,1,2,No,3
E02556,Alexander Carter,Male,47,10/4/2008,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,60963,2,4,3,51,3,2,4,3,No,15,3,17,2,2,13,7,6,7,No,3
E02557,Robert Rogers,Male,53,8/26/2011,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,258734,1,1,3,74,2,3,3,3,No,23,4,25,3,2,23,15,14,4,No,4
E02558,Anthony Gupta,Male,38,9/23/2021,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,70612,17,4,4,62,1,1,3,1,No,15,3,3,3,4,3,2,0,2,No,3
